date,source,visit,goal_completed,bounce
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,1,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,1,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,1,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,0
2024-06-01,Instagram,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,1,0
2024-06-01,YouTube,1,1,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,1,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,1,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,1,1
2024-06-01,YouTube,1,1,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,1,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,1,1
2024-06-01,YouTube,1,0,1
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,YouTube,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,1,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Telegram,1,0,0
2024-06-01,Telegram,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,1,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,1,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,0
2024-06-01,Direct,1,0,1
2024-06-01,Direct,1,0,1
2024-06-02,Instagram,1,1,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,1,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,1,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,1,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,1,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,1,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,1,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,1,1
2024-06-02,Instagram,1,1,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,1,1
2024-06-02,Instagram,1,1,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,1,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,0,1
2024-06-02,Instagram,1,0,0
2024-06-02,Instagram,1,1,0
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,1,1
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,1,0
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,1,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,1,0
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,0,1
2024-06-02,YouTube,1,1,0
2024-06-02,YouTube,1,0,0
2024-06-02,YouTube,1,0,1
